Time (msec),A/F Correction #3 (32-bit ECU) (%),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Learned Ignition Timing (degrees),Manifold Absolute Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Roughness Monitor Cylinder #1 (misfire count),Roughness Monitor Cylinder #2 (misfire count),Roughness Monitor Cylinder #3 (misfire count),Roughness Monitor Cylinder #4 (misfire count),Vehicle Speed (kph)
15420,-0.31,0.24,701,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
15483,-0.31,0.24,710,0.00,33.33,14.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
15561,-0.31,0.24,701,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
15623,-0.31,0.25,683,0.00,33.33,17.50,1.02,0.00,0.300,2.80,0.00,0,0,0,0,0
15686,-0.31,0.25,684,0.00,33.33,17.50,1.02,0.00,0.300,2.78,0.00,0,0,0,0,0
15750,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
15801,-0.31,0.24,696,0.00,33.33,14.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
15875,-0.31,0.24,700,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
15938,-0.31,0.24,708,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
16000,-0.31,0.23,714,0.00,33.33,13.50,1.07,0.00,0.300,2.78,0.00,0,0,0,0,0
16063,-0.31,0.24,701,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
16126,-0.31,0.24,700,0.00,33.33,15.00,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
16188,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
16251,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
16313,-0.31,0.24,699,0.00,33.33,15.50,1.04,0.00,0.300,2.80,0.00,0,0,0,0,0
16376,-0.31,0.24,703,0.00,33.33,15.00,1.05,0.00,0.300,2.80,0.00,0,0,0,0,0
16438,-0.31,0.24,709,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
16501,-0.31,0.24,694,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
16563,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
16626,-0.31,0.24,708,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
16688,-0.31,0.23,710,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
16751,-0.31,0.24,700,0.00,33.33,14.50,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
16813,-0.31,0.23,702,0.00,33.33,15.00,1.05,0.00,0.300,2.75,0.00,0,0,0,0,0
16876,-0.31,0.23,710,0.00,33.33,15.00,1.05,0.00,0.300,2.75,0.00,0,0,0,0,0
16938,-0.31,0.24,709,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
17001,-0.31,0.24,700,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
17063,-0.31,0.24,692,0.00,33.33,16.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
17126,-0.31,0.24,701,0.00,33.33,15.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
17188,-0.31,0.23,708,0.00,33.33,14.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
17251,-0.31,0.23,702,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
17313,-0.31,0.24,702,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
17376,-0.31,0.24,710,0.00,33.33,15.00,1.06,0.00,0.300,2.80,0.00,0,0,0,0,0
17438,-0.31,0.24,705,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
17501,-0.31,0.23,697,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
17563,-0.31,0.24,705,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
17626,-0.31,0.24,708,0.00,33.33,14.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
17688,-0.31,0.24,701,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
17751,-0.31,0.24,694,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
17813,-0.31,0.24,705,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
17876,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
17954,-0.31,0.24,698,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
18017,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.80,0.00,0,0,0,0,0
18079,-0.31,0.24,705,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
18142,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
18204,-0.31,0.24,700,0.00,33.33,14.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
18267,-0.31,0.24,697,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
18329,-0.31,0.24,706,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
18392,-0.31,0.24,709,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
18454,-0.31,0.24,696,0.00,33.33,15.00,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
18509,-0.31,0.24,693,0.00,33.33,16.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
18572,-0.31,0.24,704,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
18634,-0.31,0.23,710,0.00,33.33,14.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
18697,-0.31,0.23,704,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
18759,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
18822,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
18884,-0.31,0.24,708,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
18948,-0.31,0.23,704,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
19010,-0.31,0.24,713,0.00,33.33,14.50,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
19073,-0.31,0.24,712,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
19151,-0.31,0.24,695,0.00,33.33,15.00,1.05,0.00,0.300,2.80,0.00,0,0,0,0,0
19213,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.80,0.00,0,0,0,0,0
19276,-0.31,0.24,703,0.00,33.33,15.00,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
19338,-0.31,0.24,707,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
19401,-0.31,0.23,698,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
19463,-0.31,0.24,705,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
19526,-0.31,0.24,716,0.00,33.33,15.50,1.04,0.00,0.300,2.80,0.00,0,0,0,0,0
19588,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.81,0.00,0,0,0,0,0
19651,-0.31,0.24,687,0.00,33.33,15.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
19713,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
19776,-0.31,0.24,709,0.00,33.33,15.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
19838,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
19901,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
19963,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
20026,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
20088,-0.31,0.24,703,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
20151,-0.31,0.24,692,0.00,33.33,16.00,1.03,0.00,0.300,2.80,0.00,0,0,0,0,0
20213,-0.31,0.24,695,0.00,33.33,16.50,1.03,0.00,0.300,2.80,0.00,0,0,0,0,0
20276,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
20338,-0.31,0.24,686,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
20401,-0.31,0.24,692,0.00,33.33,16.00,1.03,0.00,0.300,2.77,0.00,0,0,0,0,0
20463,-0.31,0.24,702,0.00,33.33,15.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
20526,-0.31,0.24,702,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
20588,-0.31,0.23,698,0.00,33.33,14.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
20651,-0.31,0.24,702,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
20713,-0.31,0.24,709,0.00,33.33,15.50,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
20776,-0.31,0.24,701,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
20838,-0.31,0.24,689,0.00,33.33,16.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
20906,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
20969,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
21031,-0.31,0.24,707,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
21094,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
21156,-0.31,0.24,706,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
21219,-0.31,0.24,703,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
21281,-0.31,0.24,696,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
21344,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
21406,-0.31,0.24,700,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
21469,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
21531,-0.31,0.23,701,0.00,33.33,13.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
21594,-0.31,0.24,708,0.00,33.33,14.00,1.06,0.00,0.300,2.78,0.00,0,0,0,0,0
21656,-0.31,0.24,718,0.00,33.33,15.00,1.07,0.00,0.300,2.80,0.00,0,0,0,0,0
21734,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
21781,-0.31,0.24,696,0.00,33.33,15.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
21844,-0.31,0.24,690,0.00,33.33,16.00,1.03,0.00,0.300,2.77,0.00,0,0,0,0,0
21922,-0.31,0.24,694,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
21984,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22047,-0.31,0.24,689,0.00,33.33,16.50,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
22109,-0.31,0.24,692,0.00,33.33,16.50,1.03,0.00,0.300,2.77,0.00,0,0,0,0,0
22172,-0.31,0.24,699,0.00,33.33,15.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22234,-0.31,0.24,690,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22297,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22359,-0.31,0.24,701,0.00,33.33,16.50,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
22422,-0.31,0.24,694,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22484,-0.31,0.24,689,0.00,33.33,15.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
22551,-0.31,0.24,699,0.00,33.33,15.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22614,-0.31,0.24,708,0.00,33.33,15.00,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
22676,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
22739,-0.31,0.24,691,0.00,33.33,16.00,1.03,0.00,0.300,2.77,0.00,0,0,0,0,0
22801,-0.31,0.24,698,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
22864,-0.31,0.24,707,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
22926,-0.31,0.24,708,0.00,33.33,14.50,1.06,0.00,0.300,2.77,0.00,0,0,0,0,0
22989,-0.31,0.24,700,0.00,33.33,15.00,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
23051,-0.31,0.24,704,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
23114,-0.31,0.24,705,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
23176,-0.31,0.23,704,0.00,33.33,13.50,1.07,0.00,0.300,2.78,0.00,0,0,0,0,0
23239,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.80,0.00,0,0,0,0,0
23306,-0.31,0.24,696,0.00,33.33,16.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
23368,-0.31,0.24,700,0.00,33.33,15.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
23431,-0.31,0.24,694,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
23487,-0.31,0.24,692,0.00,33.33,16.00,1.03,0.00,0.300,2.78,0.00,0,0,0,0,0
23549,-0.31,0.24,700,0.00,33.33,16.00,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
23612,-0.31,0.24,701,0.00,33.33,15.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
23674,-0.31,0.23,700,0.00,33.33,14.00,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
23746,-0.31,0.24,699,0.00,33.33,15.50,1.04,0.00,0.300,2.78,0.00,0,0,0,0,0
23798,-0.31,0.24,706,0.00,33.33,15.00,1.05,0.00,0.300,2.80,0.00,0,0,0,0,0
23876,-0.31,0.23,714,0.00,33.33,13.50,1.07,0.00,0.300,2.78,0.00,0,0,0,0,0
23923,-0.31,0.24,704,0.00,33.33,14.50,1.05,0.00,0.300,2.78,0.00,0,0,0,0,0
24001,-0.31,0.24,700,0.00,33.33,15.00,1.05,0.00,0.300,2.80,0.00,0,0,0,0,0
24048,-0.31,0.24,708,0.00,33.33,14.00,1.21,0.00,0.300,2.78,0.00,0,0,0,0,0
24126,-0.31,0.24,705,0.00,33.33,14.50,1.05,0.00,0.300,2.77,0.00,0,0,0,0,0
24188,-0.31,0.24,696,0.00,33.33,15.50,1.04,0.00,0.300,2.77,0.00,0,0,0,0,0
24251,-0.31,0.24,702,0.00,33.33,16.50,1.03,0.00,0.310,2.77,0.00,0,0,0,0,0
24313,-0.31,0.24,694,0.00,33.33,15.50,1.04,0.00,0.310,2.77,0.00,0,0,0,0,0
24376,-0.31,0.24,689,0.00,33.33,15.00,1.04,0.00,0.320,2.77,0.00,0,0,0,0,0
24438,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.320,2.77,0.00,0,0,0,0,0
24501,-0.31,0.24,705,0.00,33.33,15.00,1.19,0.00,0.320,2.77,0.00,0,0,0,0,0
24563,-0.31,0.24,706,0.00,33.33,14.50,1.05,0.00,0.320,2.77,0.00,0,0,0,0,0
24626,-0.31,0.24,701,0.00,33.33,15.00,1.05,0.00,0.320,2.77,0.00,0,0,0,0,0
24688,-0.31,0.24,693,0.00,33.33,16.00,1.03,0.00,0.320,2.78,0.00,0,0,0,0,0
24751,-0.31,0.24,704,0.00,33.33,16.00,1.20,0.00,0.310,2.80,0.00,0,0,0,0,0
24810,-0.31,0.24,702,0.00,33.33,15.00,1.20,0.00,0.310,2.77,0.00,0,0,0,0,0
24872,-0.31,0.23,704,0.00,33.33,14.00,1.05,0.00,0.310,2.78,0.00,0,0,0,0,0
24935,-0.31,0.24,703,0.00,33.33,15.00,1.05,0.00,0.310,2.78,0.00,0,0,0,0,0
24997,-0.31,0.24,708,0.00,33.33,14.00,1.06,0.00,0.310,2.77,0.00,0,0,0,0,0
25060,-0.31,0.24,708,0.00,33.33,14.00,1.06,0.00,0.310,2.78,0.00,0,0,0,0,0
25122,-0.31,0.24,697,0.00,33.33,15.50,1.04,0.00,0.310,2.78,0.00,0,0,0,0,0
25185,-0.31,0.24,695,0.00,33.33,15.50,1.04,0.00,0.310,2.77,0.00,0,0,0,0,0
25247,-0.31,0.24,699,0.00,33.33,15.50,1.19,0.00,0.310,2.79,0.00,0,0,0,0,0
25310,-0.31,0.28,690,0.00,33.33,8.00,1.18,0.00,0.310,3.25,0.00,0,0,0,0,0
25372,-0.31,0.37,665,0.00,33.33,11.00,1.13,0.00,0.330,4.06,0.00,0,0,0,0,0
25435,-0.31,0.43,628,0.00,33.33,15.00,1.21,0.00,0.340,4.21,0.00,0,0,0,0,0
25497,-0.31,0.45,583,0.00,33.33,25.00,1.24,0.00,0.370,4.23,0.00,0,0,0,0,0
25560,-0.31,0.43,570,0.00,33.33,25.00,1.20,0.00,0.380,4.05,0.00,0,0,0,0,0
25622,-0.31,0.40,569,0.00,33.33,25.00,1.34,0.00,0.390,3.78,0.00,0,0,0,0,0
25700,-0.31,0.37,570,0.00,33.33,25.00,1.21,0.00,0.390,3.54,0.00,0,0,0,0,0
25763,-0.31,0.35,585,0.00,33.33,22.50,1.25,0.00,0.400,3.44,0.00,0,0,0,0,0
25825,-0.31,0.32,588,0.00,33.33,17.50,1.29,0.00,0.400,3.26,0.00,0,0,0,0,0
25888,-0.31,0.31,617,0.00,33.33,16.00,1.32,0.00,0.400,3.11,0.00,0,0,0,0,0
25950,-0.31,0.29,637,0.00,33.33,14.00,1.36,0.00,0.390,3.07,0.00,0,0,0,0,0
26013,-0.31,0.28,644,0.00,33.33,11.50,1.41,0.00,0.390,3.07,0.00,0,0,0,0,0
26075,-0.31,0.28,660,0.00,33.33,11.50,1.27,0.00,0.380,3.11,0.00,0,0,0,0,0
26138,-0.31,0.28,674,0.00,33.33,10.00,1.30,0.00,0.380,3.14,0.00,0,0,0,0,0
26200,-0.31,0.28,684,0.00,33.33,9.00,1.31,0.00,0.380,3.22,0.00,0,0,0,0,0
26263,-0.31,0.28,679,0.00,33.33,9.50,1.30,0.00,0.370,3.22,0.00,0,0,0,0,0
26325,-0.31,0.28,684,0.00,33.33,10.00,1.30,0.00,0.370,3.20,0.00,0,0,0,0,0
26388,-0.31,0.28,678,0.00,33.33,9.50,1.30,0.00,0.370,3.20,0.00,0,0,0,0,0
26450,-0.31,0.29,669,0.00,33.33,10.00,1.29,0.00,0.370,3.20,0.00,0,0,0,0,0
26513,-0.31,0.28,666,0.00,33.33,11.00,1.28,0.00,0.370,3.12,0.00,0,0,0,0,0
26575,-0.31,0.28,671,0.00,33.33,10.50,1.29,0.00,0.370,3.10,0.00,0,0,0,0,0
26638,-0.31,0.28,665,0.00,33.33,11.00,1.28,0.00,0.370,3.09,0.00,0,0,0,0,0
26700,-0.31,0.29,651,0.00,33.33,12.50,1.25,0.00,0.370,3.11,0.00,0,0,0,0,0
26763,-0.31,0.29,656,0.00,33.33,13.00,1.26,0.00,0.370,3.11,0.00,0,0,0,0,0
26825,-0.31,0.29,651,0.00,33.33,12.50,1.25,0.00,0.370,3.14,0.00,0,0,0,0,0
26893,-0.31,0.29,642,0.00,33.33,13.50,1.23,0.00,0.370,3.14,0.00,0,0,0,0,0
26956,-0.31,0.30,650,0.00,33.33,13.50,1.23,0.00,0.370,3.14,0.00,0,0,0,0,0
27018,-0.31,0.29,644,0.00,33.33,13.00,1.24,0.00,0.370,3.14,0.00,0,0,0,0,0
27081,-0.31,0.30,636,0.00,33.33,14.00,1.22,0.00,0.370,3.17,0.00,0,0,0,0,0
27143,-0.31,0.30,639,0.00,33.33,14.00,1.22,0.00,0.370,3.17,0.00,0,0,0,0,0
27206,-0.31,0.30,641,0.00,33.33,13.50,1.23,0.00,0.370,3.14,0.00,0,0,0,0,0
27268,-0.31,0.30,636,0.00,33.33,14.00,1.22,0.00,0.370,3.17,0.00,0,0,0,0,0
27331,-0.31,0.30,642,0.00,33.33,14.50,1.22,0.00,0.370,3.17,0.00,0,0,0,0,0
27393,-0.31,0.30,638,0.00,33.33,14.00,1.22,0.00,0.370,3.17,0.00,0,0,0,0,0
27456,-0.31,0.30,630,0.00,33.33,14.50,1.21,0.00,0.370,3.17,0.00,0,0,0,0,0
27518,-0.31,0.31,634,0.00,33.33,15.50,1.20,0.00,0.370,3.19,0.00,0,0,0,0,0
27581,-0.31,0.31,628,0.00,33.33,15.00,1.21,0.00,0.370,3.23,0.00,0,0,0,0,0
27643,-0.31,0.32,619,0.00,33.33,15.50,1.19,0.00,0.370,3.28,0.00,0,0,0,0,0
27706,-0.31,0.32,624,0.00,33.33,16.50,1.20,0.00,0.370,3.31,0.00,0,0,0,0,1
27768,-0.31,0.34,620,0.00,33.33,15.50,1.19,0.00,0.380,3.54,0.00,0,0,0,0,1
27831,-0.31,0.53,615,0.00,33.33,15.50,1.44,0.00,0.410,5.47,0.00,0,0,0,0,1
27893,-0.31,0.56,624,0.00,33.33,15.50,1.73,0.00,0.450,5.88,0.00,0,0,0,0,1
27956,-0.55,0.56,642,0.00,33.33,14.50,1.64,0.00,0.450,5.99,0.00,0,0,0,0,1
28018,-0.62,0.52,659,0.00,33.33,14.00,1.83,0.00,0.470,6.10,0.00,0,0,0,0,1
28081,-0.62,0.50,698,0.00,33.33,13.00,2.01,0.00,0.490,6.05,0.00,0,0,0,0,1
28159,-0.62,0.45,765,0.00,33.33,13.00,2.12,0.00,0.500,5.97,0.00,0,0,0,0,2
28206,-0.62,0.43,828,0.00,33.33,13.00,2.12,0.00,0.500,5.95,0.00,0,0,0,0,2
28268,-0.62,0.41,880,0.00,33.33,13.50,2.25,0.00,0.490,5.95,0.00,0,0,0,0,2
28331,-0.62,0.44,895,0.00,33.33,14.00,2.36,0.00,0.490,6.71,0.00,0,0,0,0,2
28409,-0.78,0.45,930,0.00,33.33,14.00,2.44,0.00,0.490,7.22,0.00,0,0,0,0,2
28471,-0.94,0.45,984,0.00,33.33,14.00,2.52,0.00,0.500,7.39,0.00,0,0,0,0,2
28527,-1.09,0.45,1008,0.00,33.33,14.50,2.58,0.00,0.500,7.52,0.00,0,0,0,0,3
28589,-1.17,0.44,1030,0.00,33.33,14.50,2.64,0.00,0.490,7.52,0.00,0,0,0,0,3
28652,-1.17,0.43,1048,0.00,33.33,14.50,2.68,0.00,0.490,7.52,0.00,0,0,0,0,3
28714,-1.17,0.43,1063,0.00,33.33,15.00,2.72,0.00,0.490,7.52,0.00,0,0,0,0,3
28777,-1.17,0.43,1074,0.00,33.33,15.00,2.74,0.00,0.480,7.62,0.00,0,0,0,0,4
28839,-1.02,0.39,1078,0.00,33.33,15.00,2.76,0.00,0.480,7.10,0.00,0,0,0,0,4
28902,-0.55,0.26,1087,0.00,33.33,15.00,2.32,0.00,0.410,4.79,0.00,0,0,0,0,4
28964,0.55,0.20,1083,0.00,33.33,16.50,2.31,0.00,0.400,3.48,0.00,0,0,0,0,4
29027,0.31,0.19,1060,0.00,33.33,16.50,2.02,0.00,0.370,3.28,0.00,0,0,0,0,5
29089,0.31,0.19,1016,0.00,33.33,16.50,1.95,0.00,0.350,3.23,0.00,0,0,0,0,5
29152,0.31,0.20,978,0.00,33.33,16.00,1.88,0.00,0.330,3.21,0.00,0,0,0,0,5
29214,0.31,0.21,940,0.00,33.33,16.00,1.81,0.00,0.320,3.27,0.00,0,0,0,0,5
29277,0.31,0.23,906,0.00,33.33,15.50,1.74,0.00,0.320,3.42,0.00,0,0,0,0,5
29339,0.31,0.24,880,0.00,33.33,15.50,1.67,0.00,0.320,3.50,0.00,0,0,0,0,5
29402,0.31,0.25,850,0.00,33.33,15.00,1.63,0.00,0.320,3.52,0.00,0,0,0,0,6
29464,0.31,0.25,824,0.00,33.33,15.00,1.41,0.00,0.320,3.40,0.00,0,0,0,0,6
29542,0.31,0.25,801,0.00,33.33,15.00,1.37,0.00,0.320,3.42,0.00,0,0,0,0,6
29605,0.31,0.26,798,0.00,33.33,15.00,1.36,0.00,0.320,3.44,0.00,0,0,0,0,6
29667,0.31,0.27,780,0.00,33.33,15.00,1.33,0.00,0.330,3.48,0.00,0,0,0,0,6
29730,0.31,0.27,765,0.00,33.33,15.00,1.31,0.00,0.330,3.36,0.00,0,0,0,0,6
29792,0.31,0.26,748,0.00,33.33,15.00,1.28,0.00,0.330,3.32,0.00,0,0,0,0,6
29855,0.31,0.27,737,0.00,33.33,15.00,1.26,0.00,0.330,3.32,0.00,0,0,0,0,6
29917,0.31,0.27,742,0.00,33.33,15.00,1.27,0.00,0.340,3.30,0.00,0,0,0,0,6
29980,0.31,0.27,735,0.00,33.33,15.00,1.25,0.00,0.340,3.34,0.00,0,0,0,0,6
30042,0.31,0.28,722,0.00,33.33,15.00,1.23,0.00,0.340,3.34,0.00,0,0,0,0,6
30105,0.31,0.27,714,0.00,33.33,15.00,1.22,0.00,0.340,3.21,0.00,0,0,0,0,6
30167,0.31,0.27,715,0.00,33.33,15.00,1.22,0.00,0.340,3.20,0.00,0,0,0,0,6
30230,0.31,0.27,709,0.00,33.33,15.00,1.21,0.00,0.340,3.20,0.00,0,0,0,0,7
30292,0.31,0.27,696,0.00,33.33,15.00,1.19,0.00,0.340,3.21,0.00,0,0,0,0,7
30355,0.31,0.28,696,0.00,33.33,15.00,1.19,0.00,0.340,3.21,0.00,0,0,0,0,7
30417,0.31,0.28,702,0.00,33.33,15.00,1.20,0.00,0.340,3.21,0.00,0,0,0,0,7
30480,0.31,0.27,708,0.00,33.33,15.00,1.21,0.00,0.340,3.23,0.00,0,0,0,0,7
30542,0.31,0.27,699,0.00,33.33,15.00,1.19,0.00,0.340,3.23,0.00,0,0,0,0,7
30605,0.31,0.28,700,0.00,33.33,15.00,1.20,0.00,0.340,3.23,0.00,0,0,0,0,7
30667,0.31,0.27,712,0.00,33.33,15.00,1.21,0.00,0.340,3.21,0.00,0,0,0,0,7
30730,0.31,0.27,715,0.00,33.33,15.00,1.22,0.00,0.340,3.21,0.00,0,0,0,0,7
30792,0.31,0.27,707,0.00,33.33,15.00,1.21,0.00,0.340,3.16,0.00,0,0,0,0,7
