Time (msec),A/F Correction #1 (%),A/F Correction #3 (16-bit ECU) (%),A/F Correction #3 (32-bit ECU) (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),A/F Sensor #1 Current (mA),A/F Sensor #1 Resistance (ohms),Accelerator Pedal Angle (%),Battery Voltage (V),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Consumption (Est.) (l/100km),Fuel Pump Duty (%),IAM (multiplier),Intake Air Temperature (C),Primary Wastegate Duty Cycle (%),Vehicle Speed (kph)
125208,1.56,-53.12,-0.31,-0.78,14.47,-0.12,31,0.00,14.40,833,0.00,0.00,33.33,0.9375,30,0.00,0
125426,0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.32,827,0.00,0.00,33.33,0.9375,30,0.00,0
125629,0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.32,818,0.00,0.00,33.33,0.9375,30,0.00,0
125833,0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.40,820,0.00,0.00,33.33,0.9375,30,0.00,0
126036,0.00,-53.12,-0.31,-0.78,14.24,-0.12,31,0.00,14.24,816,0.00,0.00,33.33,0.9375,30,0.00,0
126239,0.00,-53.12,-0.31,-0.78,14.13,-0.12,31,0.00,14.40,799,0.00,0.00,33.33,0.9375,30,0.00,0
126442,-0.78,-53.12,-0.31,-0.78,14.01,-0.12,31,0.00,14.40,783,0.00,0.00,33.33,0.9375,30,0.00,0
126645,-1.56,-53.12,-0.31,-0.78,14.01,-0.25,31,0.00,14.32,781,0.00,0.00,33.33,0.9375,30,0.00,0
126848,-1.56,-53.12,-0.31,-0.78,13.90,-0.25,31,0.00,14.32,760,0.00,0.00,33.33,0.9375,30,0.00,0
127052,-2.34,-53.12,-0.31,-0.78,13.90,-0.25,31,0.00,14.40,759,0.00,0.00,33.33,0.9375,30,0.00,0
127255,-2.34,-53.12,-0.31,-0.78,13.78,-0.25,31,0.00,14.40,747,0.00,0.00,33.33,0.9375,30,0.00,0
127458,-3.12,-53.12,-0.31,-0.78,13.78,-0.25,31,0.00,14.40,733,0.00,0.00,33.33,0.9375,30,0.00,0
